Category,Quantity,References,Value,Stock Code,Description,Group Layer,PCB Package,Supplier,Placed
Integrated Circuits,8,"U39,U40,U41,U42,U43,U44,U68,U69",74LS157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,,SOIC127P600X175-16N-CAP,,Top Copper
Integrated Circuits,1,U45,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ADR?qs=UG%2F8xqv%2F6WdOEnCo3YslYA%3D%3D,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Top Copper
Integrated Circuits,1,U54,FTDI UM245R,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/4824-6000-CP?qs=IGgAdOvCTsTMKKLHpU5gNg%3D%3D,Interface Development Tools USB to Parallel FIFO Dev Mod for FT245R,,UM245R,https://www.mouser.sg/ProductDetail/FTDI/UM245R?qs=Xb8IjHhkxj4TWAlYgWlsig%3D%3D,Top Copper
Integrated Circuits,1,U55,NOT,,Simple Digital Inverter,,NULL,,Not placed
Integrated Circuits,1,U56,DTFF,,Universal D-Type Flip-Flop Digital Primitive Model With D/Clock/Set/Reset Inputs and Complementary Outputs,,NULL,,Not placed
Integrated Circuits,1,U57,AND_2,,AND Gate Digital Primitive Model,,NULL,,Not placed
Integrated Circuits,1,U62,7427,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS27DR?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQIfOvGfytTqpc%3D,Triple 3-Input Positive NOR Gates,,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Top Copper
Integrated Circuits,4,"U63,U64,U65,U66",74175,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS175DR?qs=SL3LIuy2dWx6xZTuuqz08w%3D%3D,Quadruple D-Type Positive-Edge-Triggered Flip-Flops With Clear,,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Top Copper
Diodes,1,D204,LED-RED,https://www.mouser.sg/ProductDetail/Cree-LED/C503C-RCN-CYCZaAA1?qs=mwfrHz%252BSIuGPYiPc7W1Mew%3D%3D,Animated LED model (Red),,LED,,Top Copper
Miscellaneous,7,"J1,J2,J3,J4,J5,J6,J7",TSW-105-14-F-D,https://www.mouser.sg/ProductDetail/Samtec/TSW-105-14-F-D?qs=rU5fayqh%252BE0orAMa0LVLqA%3D%3D,"10 Position, Classic PCB Header Strips, 0.100&quot; pitch",,TSW-105-XX-YY-D,,Top Copper
Miscellaneous,1,JP1,JUMPER,https://www.mouser.sg/ProductDetail/TE-Connectivity/87224-2?qs=ZDXmSm13591yVHBRfmL3UQ%3D%3D,Animated Jumper,,872242,,Top Copper
Miscellaneous,1,OSC1,SQRWIDOSCDIL,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/4814-3000-CP?qs=IGgAdOvCTsSwgxfUvPVZeg%3D%3D,,,SQRWIDOSCDIL14,,Top Copper
Miscellaneous,1,POWER 5V,163-179PH-EX,https://www.mouser.sg/ProductDetail/163-179PH-EX,DC Power Connectors PCB 2.1MM,,163179PHEX,,Top Copper
Miscellaneous,1,USER1,TST-107-01-G-D,https://www.mouser.sg/ProductDetail/Samtec/TST-107-01-G-D?qs=FESYatJ8odJB1y56XqI29Q%3D%3D,"14 Position, Shrouded PCB Headers, 0.100&quot; pitch",,TST-107-XX-Y-D,,Top Copper
Miscellaneous,1,USER BUS,TST-110-01-G-D,https://www.mouser.sg/ProductDetail/Samtec/TST-110-01-G-D?qs=rU5fayqh%252BE1iIX99OHEFCg%3D%3D,"20 Position, Shrouded PCB Headers, 0.100&quot; pitch",,TST-110-XX-Y-D,,Top Copper
Miscellaneous,1,VSMDD1,VSMDIGITALDATA,,Digital Data Generator (Virtual Instrument),,NULL,,Not placed
Miscellaneous,4,"VSMDD2,VSMDD3,VSMDD4,VSMDD5",VSMDIGITALDATAINPUT,,Digital Data Generator (Virtual Instrument),,NULL,,Not placed
