Category,Quantity,References,Value,Stock Code,Description,Group Layer,PCB Package,Supplier,Placed
Integrated Circuits,2,"U21,U66",74LS245,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS245DWR?qs=w32V8uFkMxmdnuKq6FiFpw%3D%3D,Octal Bus Transceivers With Tristate Outputs,Audio,SOIC127P1030X265-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Top Copper
Integrated Circuits,4,"U22,U46,U47,U598",74LS682,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS682NSR?qs=UG%2F8xqv%2F6Wf%252BtjFXUxef2A%3D%3D,8-Bit Magnitude Comparators,Audio,SOIC127P780X200-20N-CAP,,Top Copper
Integrated Circuits,8,"U23,U24,U25,U34,U35,U40,U41,U42",74161,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS161ADR?qs=SL3LIuy2dWx%252BNiLsCGC3nA%3D%3D,Synchronous 4-Bit Binary Counters,Audio,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Top Copper
Integrated Circuits,2,"U28,U209",74LS373,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS373DWR?qs=4FFjqLL55bR6x3WZek%252BFgQ%3D%3D,Octal D-Type Transparent Latches with 3-state Outputs,Audio,SOIC127P1030X265-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Top Copper
Integrated Circuits,8,"U29,U30,U31,U32,U67,U68,U74,U75",74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Audio,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Top Copper
Integrated Circuits,1,U44,7408,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS08DR?qs=SL3LIuy2dWwzq5fnFo78kw%3D%3D,Quadruple 2-Input Positive-AND Gates,Audio,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Top Copper
Integrated Circuits,2,"U45,U71",7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,Audio,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Top Copper
Integrated Circuits,1,U63,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ADR?qs=UG%2F8xqv%2F6WdOEnCo3YslYA%3D%3D,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Audio,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Top Copper
Integrated Circuits,1,U73,27C512,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/4828-6000-CP?qs=IGgAdOvCTsQg%252Bq3w9c1B8Q%3D%3D,CMOS 512kbit (64KB X 8) UV EPROM,Audio,DIL28CAP20,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-628-41-801000?qs=%2Fha2pyFaduj2Vn9jTBaNkbbuPoiuMRTWeD8fU3A14YCfUCD0%252BtDLsfAVe9w3OSTn,Top Copper
Integrated Circuits,2,"U200,U201",IS62C10248AL,https://www.mouser.sg/ProductDetail/ISSI/IS62C10248AL-55TLI?qs=X3Koi7Dgoq8ZcOQZeNRyCQ%3D%3D,1M x 8 Ultra Low Power CMOS Static Ram,Audio,SOP80P1176X120-44,,Top Copper
Integrated Circuits,1,U492,ADM709LARZ,https://www.mouser.sg/ProductDetail/Analog-Devices/ADM709LARZ?qs=BpaRKvA4VqHy5OxrBQwb0w%3D%3D,Processor Supervisor 4.65V 200uA 8-SOIC,Audio,SOIC127P600X175-8N,,Top Copper
Diodes,1,D3M,74S139,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS139AN?qs=sGAEpiMZZMtxONTBFIcRfpKvrGTByBdi%2FBZhV6RAyCA%3D,Dual 2-Line to 4-Line Decoders/Demultiplexers,Video,NULL,,Not placed
Diodes,1,D4M,74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0ck0Ao35GjMhY%3D,3-Line to 8-Line Decoders/Demultiplexers,Video,NULL,,Not placed
Miscellaneous,1,3T,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ADR?qs=UG%2F8xqv%2F6WdOEnCo3YslYA%3D%3D,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Audio,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Top Copper
Miscellaneous,1,BANKSEL4,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Audio,CONN-SIL2,,Top Copper
Miscellaneous,3,"DEBUGAUD1,DEBUGAUD2,DEBUGAUD3",CONN-SIL8,https://www.mouser.sg/ProductDetail/Molex/90121-0128?qs=PvP5v7EimsmfZ8WDsc6%252BuA%3D%3D,0.1in pitch SIL connector strip,Audio,CONN-SIL8,,Top Copper
Miscellaneous,2,"DEBUGAUDIO1,DEBUGAUDIO2",CONN-DIL8,https://www.mouser.sg/ProductDetail/Mill-Max/803-47-008-10-001000?qs=sGAEpiMZZMvlX3nhDDO4AEvDUxDP%2FxEU0g06CSv%2FFqg%3D,0.1in pitch DIL connector strip,Audio,CONN-DIL8,,Top Copper
Miscellaneous,2,"DR1,DR17",75,,Generic resistor symbol,,NULL,,Not placed
Miscellaneous,2,"DSW1,DSW15",DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Audio,SW-DIP8,,Top Copper
Miscellaneous,3,"DSW2,DSW3,DSW22",DIPSW_2,https://www.mouser.sg/ProductDetail/TE-Connectivity-PB/1825360-1?qs=Ftb%252BnBCDTZKCT4kLG1kHfw%3D%3D,Interactive DIP Switch 2 indipendent elements,Audio,SW-DIP2,,Top Copper
Miscellaneous,1,DU5,7404,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS04NE4?qs=sGAEpiMZZMutVWjHE%2FYQw8FcJMyir0Lqzet%252BOgibJRs%3D,Hex Inverters,Video,NULL,,Not placed
Miscellaneous,2,"EXPANSIONBUSP1,VIDEOP1",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Audio,09021646921,,Top Copper
Miscellaneous,1,J1,161-0098-E,https://www.mouser.sg/ProductDetail/Kobiconn/161-0097-E?qs=XvXsANjzvCPrZr5AKzRXng%3D%3D,RCA Phono Connectors PHONO PCB WHITE,Audio,1610098E,,Top Copper
Miscellaneous,2,"J3,J4",SJ1-3523NG,https://www.mouser.sg/ProductDetail/CUI-Devices/SJ1-3523NG?qs=%2Fha2pyFadug1PPkGIC3KLTQ8pv5w8IY43h8lhtTB0RjfsNT227Qv1Q%3D%3D,Phone Connectors Audio Jacks 3.5 MM AUDIO JACK,Audio,SJ13523NG,,Top Copper
Miscellaneous,1,OSC2,SQRWIDOSCDIL,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/4814-3000-CP?qs=IGgAdOvCTsSwgxfUvPVZeg%3D%3D,,Audio,SQRWIDOSCDIL14,,Top Copper
Miscellaneous,2,"VSMDD1,VSMDD3",VSMDIGITALDATAINPUT,,Digital Data Generator (Virtual Instrument),,NULL,,Not placed
Miscellaneous,1,VSMDD2,VSMDIGITALDATA,,Digital Data Generator (Virtual Instrument),,NULL,,Not placed
